ML,pChEMBL Value
0.0011444178,1.0
0.03743678,0.0
0.01797587,0.0
0.88855445,0.0
0.0065791323,1.0
0.9864848,0.0
0.16302247,1.0
0.003783541,0.0
0.84545875,0.0
0.0045865625,0.0
0.009114141,
0.04478689,0.0
0.007159934,1.0
0.9739742,1.0
0.011507411,0.0
0.9818318,0.0
0.8327342,0.0
0.99619615,0.0
0.012556232,0.0
0.030584974,0.0
0.9947855,1.0
0.009478811,0.0
0.01099086,0.0
0.013988755,0.0
0.068002135,1.0
0.25397813,0.0
0.9880364,0.0
0.9874443,1.0
0.0017686884,0.0
0.008916186,1.0
0.15918157,0.0
0.66957563,0.0
0.37171498,1.0
0.7978129,0.0
0.007372931,0.0
0.029861335,0.0
0.0059361514,1.0
0.9848509,0.0
0.2882085,0.0
0.9810662,0.0
0.010497265,1.0
0.008910933,0.0
0.022334509,0.0
0.001320435,0.0
0.96921396,1.0
0.0070025953,1.0
0.013980528,1.0
0.92675436,0.0
0.9839101,0.0
0.00649044,0.0
0.89949757,1.0
0.0066191824,0.0
0.011117142,0.0
0.024905885,1.0
0.0053129084,0.0
0.9949818,1.0
0.00078672305,0.0
0.5328409,0.0
0.016257415,0.0
0.62320364,0.0
0.004829635,0.0
0.71541387,1.0
0.0049165,
0.87891084,0.0
0.07273427,1.0
0.0069156927,0.0
0.012343283,0.0
0.0033691605,1.0
0.04293611,
0.99483407,0.0
0.86107665,0.0
0.9719393,0.0
0.93782026,0.0
0.0013608678,1.0
0.006449123,0.0
0.0052099386,1.0
0.8512464,1.0
0.9883922,1.0
0.00203271,0.0
0.82462394,0.0
0.14359665,1.0
0.89090365,0.0
0.010031142,0.0
0.96863,0.0
0.013727605,0.0
0.8694357,0.0
0.0006453954,1.0
0.9852679,1.0
0.024774538,0.0
0.9813456,0.0
0.15695232,0.0
0.013290061,1.0
0.0034821415,0.0
0.9947855,1.0
0.1216475,0.0
0.023940973,0.0
0.009051538,
0.007088718,0.0
0.98890966,1.0
0.02910478,0.0
0.001667399,1.0
0.0057223598,0.0
0.030530456,0.0
0.0021856346,0.0
0.0025305492,0.0
0.31304896,1.0
0.70053494,0.0
0.0024222604,0.0
0.35600087,1.0
0.0039306604,
0.0015786506,1.0
0.956636,0.0
0.00404089,1.0
0.0007425776,0.0
0.30078587,0.0
0.03743678,0.0
0.05274426,0.0
0.089414045,1.0
0.8367624,0.0
0.036364365,1.0
0.0061109336,0.0
0.015211268,1.0
0.0675073,0.0
0.2285531,1.0
0.004890471,
0.9875339,0.0
0.1977762,1.0
0.8729245,0.0
0.078648634,0.0
0.04744634,0.0
0.021117669,0.0
0.007347384,0.0
0.15674408,1.0
0.012363756,1.0
0.0021856346,1.0
0.827367,1.0
0.003904378,0.0
0.935794,0.0
0.9587567,0.0
0.38024914,1.0
0.8017518,1.0
0.023263654,
0.0084078675,0.0
0.08998721,1.0
0.56709635,0.0
0.0020018513,1.0
0.0053402763,0.0
0.008396811,1.0
0.0023048895,0.0
0.9274257,1.0
0.028733104,0.0
0.008099485,1.0
0.014573852,0.0
0.9000045,1.0
0.14191644,0.0
0.041554824,0.0
0.932827,0.0
0.9473526,1.0
0.008354096,0.0
0.0034732362,0.0
0.0047359555,0.0
0.9579673,0.0
0.0037376995,1.0
0.9956524,0.0
0.0007419993,0.0
0.78205657,0.0
0.9665705,0.0
0.022534326,0.0
0.37447995,
0.013066233,0.0
0.7036892,0.0
0.9178834,1.0
0.014719165,0.0
0.9890787,0.0
0.19043271,0.0
0.010133266,0.0
0.008041396,1.0
0.9596829,0.0
0.98256254,0.0
0.003520274,0.0
0.005448215,0.0
0.69519967,0.0
0.12157713,0.0
0.006729278,0.0
0.79294086,0.0
0.99290884,0.0
0.43446326,0.0
0.028754681,0.0
0.009679994,0.0
0.8558386,0.0
0.01022379,1.0
0.0014828602,0.0
0.0048164516,1.0
0.96373826,0.0
0.9674531,0.0
0.0063200253,0.0
0.033050623,0.0
0.0019456928,0.0
0.7729397,0.0
0.9789106,0.0
0.014460847,1.0
0.9947855,0.0
0.010219216,1.0
0.027334448,1.0
0.008225604,0.0
0.008959302,
0.062166646,1.0
0.011997935,0.0
0.4056747,0.0
0.96547115,0.0
0.0018179389,1.0
0.18845022,0.0
0.24541007,0.0
0.99226016,0.0
0.99081963,0.0
0.0043666568,
0.009441328,1.0
0.017684005,0.0
0.993982,0.0
0.022367872,0.0
0.0130680725,1.0
0.0027872382,1.0
0.0035927335,0.0
0.9733296,1.0
0.01673093,1.0
0.989974,
0.0072397655,0.0
0.05670076,0.0
0.0132801905,0.0
0.010405579,1.0
0.07118067,
0.11109027,0.0
0.8947071,1.0
0.0022126168,0.0
0.9188148,1.0
0.027372718,1.0
0.9503927,0.0
0.0073880535,0.0
0.9579673,
0.0031463637,0.0
0.014181542,1.0
0.0044804425,1.0
0.0043691723,0.0
0.7678934,1.0
0.9721897,0.0
0.993764,0.0
0.011966937,0.0
0.021971302,1.0
0.19098946,1.0
0.045520004,0.0
0.25515473,0.0
0.0009462829,1.0
0.95564896,0.0
0.016041787,0.0
0.03230697,1.0
0.9962286,1.0
0.99056774,1.0
0.8439413,0.0
0.03118409,0.0
0.0035033037,1.0
0.03913236,0.0
0.9945051,0.0
0.0026198407,0.0
0.0015971344,1.0
0.008181321,1.0
0.008257935,0.0
0.00820828,0.0
0.047323544,0.0
0.8196718,1.0
0.0040869866,1.0
0.0018679659,0.0
0.1767298,1.0
0.0020753527,0.0
0.011765445,0.0
0.08421355,0.0
0.009435706,0.0
0.0098430505,0.0
0.84280485,0.0
0.0043325964,0.0
0.0061674956,1.0
0.036312427,0.0
0.021341508,0.0
0.02775682,0.0
0.13277785,1.0
0.0044551147,1.0
0.013488831,0.0
0.94495326,0.0
0.019661129,0.0
0.7192283,1.0
0.013120432,0.0
0.9728774,0.0
0.1125452,0.0
0.8327342,0.0
0.9479627,1.0
0.013877266,0.0
0.0018917262,1.0
0.98238015,0.0
0.00983058,0.0
0.03923333,0.0
0.0030209853,0.0
0.0010131308,0.0
0.0040223408,0.0
0.00064402894,1.0
0.7566319,0.0
0.33004588,1.0
0.56709635,0.0
0.8919768,1.0
0.017740827,0.0
0.9666859,1.0
0.037654087,0.0
0.025826862,
0.0045560095,0.0
0.8900707,0.0
0.0037620205,0.0
0.02380885,1.0
0.002994131,1.0
0.030393993,1.0
0.09410097,0.0
0.005215193,0.0
0.9862779,0.0
0.94366956,0.0
0.009949135,0.0
0.001699637,0.0
0.0018581218,1.0
0.008188681,
0.012367419,0.0
0.012204017,0.0
0.06286804,1.0
0.0218263,1.0
0.021114659,1.0
0.008464752,0.0
0.01061703,0.0
0.9901321,0.0
0.015408304,1.0
0.76479745,0.0
0.0006453954,0.0
0.017335508,
0.008379193,0.0
0.9822427,0.0
0.0024425385,0.0
0.046952784,0.0
0.90157694,1.0
0.9857653,0.0
0.007939876,0.0
0.009306833,0.0
0.68235546,0.0
0.9850878,0.0
0.01460855,0.0
0.0018808256,0.0
0.016349895,0.0
0.9016058,1.0
0.013037364,0.0
0.45059732,0.0
0.012367419,
0.028844068,0.0
0.01053403,0.0
0.03628909,0.0
0.9896075,0.0
0.06591772,0.0
0.97180825,0.0
0.03226922,1.0
0.36034438,0.0
0.0035954437,1.0
0.009056916,0.0
0.94069034,1.0
0.0049999068,0.0
0.015552808,1.0
0.0022126168,1.0
0.008645412,0.0
0.14651322,0.0
0.8673195,1.0
0.1838115,0.0
0.028667279,0.0
0.85897374,0.0
0.98569924,0.0
0.03928032,0.0
0.8890048,0.0
0.98057735,1.0
0.0075162603,0.0
0.0029812325,0.0
0.017335419,1.0
0.9746616,0.0
0.7528337,1.0
0.00834603,0.0
0.13615884,0.0
0.92619264,0.0
0.9677124,1.0
0.71068305,0.0
0.014411484,0.0
0.0044583897,
0.9076487,0.0
0.012929659,0.0
0.98630327,0.0
0.9580053,0.0
0.025216457,1.0
0.0540176,1.0
0.0043639955,0.0
0.77464247,0.0
0.023940973,0.0
0.10526204,0.0
0.071197174,0.0
0.51116544,0.0
0.6857114,0.0
0.95755327,0.0
0.98589337,0.0
0.9887494,0.0
0.9690406,0.0
0.8820532,1.0
0.99040645,
0.9213049,0.0
0.0120284455,1.0
0.0031438072,0.0
0.86432964,0.0
0.006251859,0.0
0.9210475,1.0
0.96455795,0.0
0.3570213,0.0
0.9925863,
0.0013322751,1.0
0.18044364,1.0
0.015062091,0.0
0.004985062,0.0
0.72000015,1.0
0.03884762,1.0
0.011727627,0.0
0.19424984,0.0
0.026614036,0.0
0.5242559,1.0
0.03185081,0.0
0.9736447,0.0
0.21520731,0.0
0.065267496,0.0
0.118041225,0.0
0.015851602,0.0
0.9949818,1.0
0.028728245,0.0
0.92215866,1.0
0.0021856346,0.0
0.03945947,0.0
0.022837278,0.0
0.59907746,0.0
0.0018237656,1.0
0.844643,0.0
0.007902172,0.0
0.27244836,0.0
0.041773546,0.0
0.06634974,0.0
0.0061571053,1.0
0.17815305,0.0
0.09187084,0.0
0.019372111,1.0
0.33389544,1.0
0.17374882,0.0
0.9916453,1.0
0.012170199,
0.13194343,1.0
0.047961783,0.0
0.11093557,0.0
0.9821744,0.0
0.98283905,1.0
0.009801178,1.0
0.061321955,0.0
0.089588575,0.0
0.052323114,1.0
0.03957446,1.0
0.005274905,1.0
0.012588411,
0.99510705,0.0
0.01204758,
0.004230414,0.0
0.006835861,1.0
0.010596008,0.0
0.046391305,1.0
0.003500603,1.0
0.986382,0.0
0.01025389,0.0
0.49906293,0.0
0.9796704,1.0
0.0135052,0.0
0.041305065,0.0
0.9359847,0.0
0.08785139,0.0
0.07216359,1.0
0.7899922,1.0
0.008565422,1.0
0.009338039,1.0
0.01394022,1.0
0.025081415,1.0
0.08994213,
0.17742592,1.0
0.010602239,1.0
0.00634811,
0.94679815,0.0
0.005998877,
0.011662709,0.0
0.0021008183,1.0
0.9957278,0.0
0.0043337196,1.0
0.0045833853,1.0
0.08408371,0.0
0.009616911,1.0
0.760268,0.0
0.0015204925,0.0
0.017897747,0.0
0.35997182,
0.0043587717,0.0
0.037647877,1.0
0.021355037,0.0
0.008219161,0.0
0.009156876,0.0
0.052985888,0.0
0.003150572,1.0
0.007812362,0.0
0.0053170654,1.0
0.021454718,0.0
0.03713885,0.0
0.00401317,0.0
0.009487586,0.0
0.6273628,1.0
0.9908297,
0.98700327,0.0
0.97093964,1.0
0.013629442,0.0
0.42204344,0.0
0.116247594,0.0
0.9805658,
0.005188999,1.0
0.00689614,0.0
0.9892351,0.0
0.99142355,0.0
0.20681421,0.0
0.0063082855,0.0
0.0060431096,0.0
0.06448544,0.0
0.008920612,0.0
0.23358268,0.0
0.018358696,0.0
0.04564363,0.0
0.89955956,0.0
0.0023990178,1.0
0.0258693,0.0
0.9557615,0.0
0.9164244,0.0
0.007978652,0.0
0.06748368,1.0
0.05518399,1.0
0.31902942,0.0
0.075871885,0.0
0.0034028564,0.0
0.028728245,0.0
0.010583753,0.0
0.00471065,0.0
0.0074069714,0.0
0.010603369,1.0
0.55530673,0.0
0.003990991,0.0
0.9895091,0.0
0.0030484044,0.0
0.992374,0.0
0.0059638466,0.0
0.9503432,1.0
0.0077977907,
0.010034613,0.0
0.012792633,0.0
0.99290884,1.0
0.036836125,0.0
0.122607544,0.0
0.99507576,1.0
0.0035753506,0.0
0.006049288,0.0
0.88222617,1.0
0.025228785,0.0
0.95343447,0.0
0.97151077,0.0
0.1258228,0.0
0.94405496,0.0
0.9573724,0.0
0.0050538327,0.0
0.022620285,0.0
0.23398149,1.0
0.8747949,0.0
0.0026446509,
0.37696248,0.0
0.04832684,0.0
0.0055106697,1.0
0.9201763,0.0
0.903291,
0.9782089,0.0
0.0030381212,
0.16139738,0.0
0.006741943,0.0
0.007279568,1.0
0.050085414,0.0
0.97339237,0.0
0.0023995007,0.0
0.0024903314,0.0
0.93836296,0.0
0.0017623563,0.0
0.00752059,0.0
0.009630363,0.0
0.8730894,0.0
0.9358013,0.0
0.9918576,0.0
0.96625984,0.0
0.07824225,0.0
0.9674531,0.0
0.051322516,0.0
0.2417964,0.0
0.31836116,0.0
0.021728905,1.0
0.009679994,1.0
0.009406278,1.0
0.0014030961,0.0
0.14675309,0.0
0.047806498,1.0
0.00855133,1.0
0.9688843,0.0
0.9866824,0.0
0.9518385,1.0
0.006527275,1.0
0.0031243998,0.0
0.021245549,0.0
0.021526955,0.0
0.16646816,0.0
0.0081575215,0.0
0.13000432,0.0
0.0059906766,0.0
0.021731652,0.0
0.025379678,1.0
0.008017776,0.0
0.021422721,0.0
0.2087891,1.0
0.014542937,1.0
0.97019863,0.0
0.06598501,0.0
0.7317143,0.0
0.8285987,0.0
0.0062687057,0.0
0.8875888,0.0
0.92675674,0.0
0.9137703,0.0
0.9752618,0.0
0.001462986,
0.9512179,0.0
0.1682671,0.0
0.0027838952,0.0
0.5576266,0.0
0.37892458,1.0
0.99077964,0.0
0.009488522,1.0
0.015719438,0.0
0.10708559,1.0
0.0063916,0.0
0.01301932,0.0
0.025510794,0.0
0.059291158,1.0
0.15083975,0.0
0.012648288,0.0
0.05209372,1.0
0.95752823,0.0
0.014660693,0.0
0.9831471,1.0
0.0008061727,0.0
0.13308051,1.0
0.0015386451,1.0
0.8712582,0.0
0.04591299,1.0
0.20843315,1.0
0.6654483,0.0
0.927243,0.0
0.7281378,0.0
0.00818119,1.0
0.088925585,0.0
0.0041566878,
0.037683945,1.0
0.0032651704,0.0
0.010503344,0.0
0.068687536,1.0
0.0143420035,1.0
0.00321943,1.0
0.0059361514,0.0
0.003933746,0.0
0.00444835,0.0
0.0055544297,
0.0854778,0.0
0.29290852,0.0
0.10033773,1.0
0.9786468,0.0
0.21356031,0.0
0.75746334,1.0
0.06394442,0.0
0.94623065,0.0
0.34129497,0.0
0.8344725,1.0
0.67459077,1.0
0.96364737,1.0
0.058726534,1.0
0.04800964,
0.0022126168,0.0
0.013736783,1.0
0.566788,0.0
0.9916761,0.0
0.020394992,0.0
0.024105394,0.0
0.004034476,0.0
0.022015242,0.0
0.17478637,0.0
0.013762073,0.0
0.0014828602,0.0
0.03713716,
0.014834931,0.0
0.99544674,1.0
0.98782057,1.0
0.003505585,1.0
0.010688639,0.0
0.0028414922,0.0
0.0006849249,0.0
0.9797831,0.0
0.70073366,0.0
0.0072678817,0.0
0.95196,0.0
0.017080203,0.0
0.018335039,0.0
0.016767258,0.0
0.172986,0.0
0.013629442,0.0
0.15492079,0.0
0.8809735,0.0
0.9396503,1.0
0.22492653,0.0
0.016363788,1.0
0.008238872,1.0
0.8305144,0.0
0.9886502,1.0
0.86197376,1.0
0.008616248,1.0
0.011852965,1.0
0.021818886,0.0
0.057693455,1.0
0.011135068,1.0
0.06477502,0.0
0.086301476,0.0
0.8949054,1.0
0.02657299,
0.20514016,1.0
0.03582693,
0.0058640623,0.0
0.013907302,0.0
0.11487402,0.0
0.026348881,0.0
0.8402725,0.0
0.0040194513,0.0
0.98818934,0.0
0.9713874,0.0
0.0006969948,0.0
0.024675658,0.0
0.14989646,1.0
0.04185676,
0.96245176,0.0
0.67615753,1.0
0.90419406,0.0
0.032928,0.0
0.9436772,
0.8014467,0.0
0.0030014706,1.0
0.0059361514,0.0
0.0034837883,0.0
0.009571353,1.0
0.010630337,1.0
0.01623197,1.0
0.014034248,0.0
0.07620208,
0.13392001,0.0
0.5346492,0.0
0.002446306,0.0
0.054821443,0.0
0.022900619,0.0
0.9827429,0.0
0.04920348,0.0
0.0041193883,0.0
0.9492139,0.0
0.006087647,0.0
0.96480465,0.0
0.11796439,
0.05490435,0.0
0.019210078,0.0
0.05854202,1.0
0.44199058,0.0
0.98580253,1.0
0.9816109,
0.9839049,0.0
0.18146156,1.0
0.56825364,0.0
0.6552057,1.0
0.057044424,0.0
0.00953379,1.0
0.905211,1.0
0.96743876,1.0
0.9694933,0.0
0.97918063,0.0
0.0031643694,0.0
0.004107432,0.0
0.01013483,1.0
0.10312282,1.0
0.008521015,0.0
0.8116153,0.0
0.0078009716,0.0
0.04505126,0.0
0.5824674,0.0
0.012477232,0.0
0.17272781,0.0
0.068042986,0.0
0.59907746,0.0
0.9935915,1.0
0.009125616,1.0
0.09783664,0.0
0.010248239,0.0
0.9836754,0.0
0.95097697,0.0
0.06976156,1.0
0.021555498,0.0
0.05491542,0.0
0.002507256,1.0
0.015714237,0.0
0.98023146,0.0
0.005053001,0.0
0.0059342077,0.0
0.016870037,0.0
0.012230798,0.0
0.053976566,1.0
0.69341594,1.0
0.9839049,0.0
0.006609163,0.0
0.80188775,0.0
0.0111324545,1.0
0.031009117,1.0
0.63579667,1.0
0.0032642474,0.0
0.004856731,0.0
0.01459114,0.0
0.97894216,0.0
0.010107433,0.0
0.009791705,0.0
0.8059662,0.0
0.0019997025,1.0
0.16747327,0.0
0.002814,0.0
0.15357909,0.0
0.9940201,0.0
0.003605403,0.0
0.64581704,0.0
0.035146307,0.0
0.048582517,1.0
0.8493686,0.0
0.033302628,1.0
0.003980653,1.0
0.0059211785,0.0
0.99290884,0.0
0.14851564,0.0
0.99216264,0.0
0.003084063,1.0
0.012861774,0.0
0.020034196,1.0
0.6928984,
0.021455554,0.0
0.03866637,1.0
0.080120176,1.0
0.9865346,0.0
0.0134360455,0.0
0.991074,0.0
0.9823397,0.0
0.004088497,0.0
0.029326003,0.0
0.0098575605,0.0
0.008910933,0.0
0.018434133,0.0
0.015211268,1.0
0.0065924535,0.0
0.91642,0.0
0.99077964,0.0
0.0007607083,1.0
0.041814957,0.0
0.43657306,
0.0044990676,0.0
0.28540972,
0.75790626,1.0
0.96749353,0.0
0.0034120847,1.0
0.003859708,0.0
0.019728933,0.0
0.0048085432,0.0
0.0014078625,0.0
0.4704787,1.0
,1.0
,1.0
,1.0
,0.0
,0.0
,1.0
,0.0
,0.0
,1.0
,1.0
,1.0
,1.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,1.0
,0.0
,0.0
,0.0
,0.0
,1.0
,0.0
,0.0
,0.0
,1.0
,1.0
,0.0
,0.0
,0.0
,0.0
,0.0
,1.0
,0.0
,0.0
,0.0
,0.0
,0.0
,1.0
,1.0
,0.0
,1.0
,0.0
,0.0
,1.0
,0.0
,0.0
,0.0
,1.0
,0.0
,0.0
,1.0
,0.0
,0.0
,0.0
,0.0
,1.0
,0.0
,1.0
,0.0
,0.0
,1.0
,0.0
,0.0
,0.0
,1.0
,0.0
,1.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,1.0
,0.0
,1.0
,1.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,1.0
,1.0
,0.0
,0.0
,0.0
,0.0
,0.0
,1.0
,1.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
